8/25/2010,The Apple Guessing Game Commences,"Is Apple going to announce new iPods, a deal with the Beatles, iTunes in the cloud, or an updated Apple TV at a media event next month?"
8/27/2010,"Steve Jobs, Circa 1997, Reintroducing Apple","A video shows Steven P. Jobs in shorts, introducing a new ad campaign, “Think Different.”"
8/25/2010,Apple Said to Seek Show-Rental Deal,The News Corporation and the Walt Disney Company are said to be close to deals for iTunes rentals at 99 cents a TV episode.
8/23/2010,Apple Patents a Desktop Touch-Screen Computer,An Apple patent shows a touch-screen iMac that can switch between a regular Mac operating system and an iPhone-like interface.
8/16/2010,Apple Hires Expert on Mobile Payments,Apple may integrate technology known as near field communications into its mobile devices.
8/4/2010,German Agency Finds Flaws in Apple’s Mobile Software,"Technical experts found weaknesses in iOS, which it said could be exploited to infect the company’s popular hand-held devices."
8/7/2010,Executive Leaves After iPhone Trouble,"Mark Papermaster, the Apple executive in charge of hardware for the iPhone, left the company."
8/31/2010,Autodesk Will Reintroduce Its AutoCAD Design Software for Macs,"As Apple’s line of Mac computers has staged a comeback, more customers have asked that Autodesk make its flagship product available on the platform again."
8/30/2010,Microsoft Enters Google’s Unwalled Garden,A new application brings Bing services to Verizon Wireless phones running the Android operating system from Google.
9/28/2010,"By the Numbers: Apple, Microsoft, Dell, H.P.","Apple’s value continues to surge past that of Microsoft, while Dell, of all companies, has secured more patents than Apple in recent years."
9/30/2010,Bits Pics: Tearing Apart the New Apple TV,"As the second-generation Apple TV starts making its way into homes, iFixit, a popular online repair manual Web site, offers a dissected view of Apple’s latest offering."
9/24/2010,Apple Goes After The Camera Market Too,"Apple is getting more interested in the camera part of its iPhone, judging from patent filings."
9/28/2010,"In Apple Wine, a Taste of the Fall Harvest","Wölffer Estate Vineyards in Sagaponack, N.Y., makes wine from fresh apples."
9/29/2010,Apple Shares Slide as Rumor Mill Strikes Again,"It seems the rumors that Apple’s chief operating officer, Tim Cook, was ditching his job at the company to take the top post at Hewlett-Packard were just that: rumors."
9/13/2010,Apple Changes Free iPhone 4 Case Program,"As of Sept. 30, iPhone 4 owners will not get a free case from Apple automatically — they will have to request it."
9/9/2010,Apple Lifts Restrictions for App Approvals,Apple says it will make its app approval process more transparent.
9/9/2010,H.P. Should Take a Page From Apple,Apple brought back Steve Jobs about a decade after firing him. It could be time for H.P.’s own Jobsian moment by naming Walter Hewlett as chairman.
9/9/2010,Apple Gives App Developers Its Review Guidelines,The company said it would relax its rules on how software developers can build applications for its iPhone and iPad.
9/6/2010,How to Tell if Apple Falters,"Apple’s stock has gained more than 40 percent each year for the last five, but no company can grow at that pace forever."
10/19/2010,A Google-Apple Snipefest,The Google and Apple mobile battle continued as company executives took their disagreements to an earnings call and Twitter.
10/18/2010,Will Apple’s Culture Hurt the iPhone?,Apple’s PC-versus-Mac battle almost put it out of business. Is it creating a similar one in the smartphone field?
10/19/2010,"DealBook: Flush With Cash, Will Apple Go Shopping?","With $51 billion, Apple could buy any number of companies. Analysts speculate  about ARM, Netflix, Electronic Arts and even Facebook."
10/20/2010,Updates From Apple’s Mac-Focused Event,Updates from an Apple press event that the company says will include “a sneak peek of the next major version of Mac OS X.”
10/21/2010,"Apple Flips the Playbook, Putting Mobile Tech in PCs",Apple has taken technologies like the multitouch user interface from the iPhone and the iPad and put them in its new MacBook Air laptops and operating system.
10/18/2010,"Sales and Profit Surge for Apple, but Its Margins Slip","The company’s newest products, like the iPad, are not as profitable as its computers and iPod music players."
10/19/2010,Jobs Says Apple’s Approach Is Better Than Google’s,Steve Jobs predicted that the iPhone would beat Google’s Android system and the “fragmented approach” Google has created. He also said the BlackBerry wouldn’t catch up with the iPhone.
10/15/2010,What Will Apple Reveal Next Week?,"Apple is announcing… something on Wednesday. Determining what that will be, exactly, has been the talk of the tech blogosphere."
10/15/2010,Verizon Wireless Is to Sell Apple iPads,"Verizon Wireless is to begin selling the iPad at its stores on Oct. 28, a sign that the company is growing closer to Apple."
10/13/2010,"As Apple’s Stock Tops $300, It Hints at Mac News","As Apple’s stock reached a high, the company announced a news media event next week that will focus on the Mac OS X operating system."
11/22/2010,The Brown Apple,What accounts for the difference among varieties of apple in how quickly slices turn brown?
11/23/2010,"Apple Computer Sells for $213,600 at Auction","An Apple-1 computer, which was sold for $666.66 in 1976, was auctioned at Christie’s for $213,600."
11/22/2010,Understanding AirPlay in Apple’s iOS 4.2,An upgrade for the iPad allows wireless streaming of audio and video to other devices.
11/21/2010,DiCaprio Urges Apple to Aid Wild Tigers,Leonardo DiCaprio presses Steven Jobs to help save the cats he names his software for.
11/22/2010,Apple Offering Free ‘Find My Phone’ Feature,"Apple on Monday made its “Find My Phone” feature free to iPad, iPhone and iPod Touch customers. The move could call into question the future of the Mobile Me platform."
11/16/2010,Apple and the Beatles: A Long and Winding Road,"The Beatles and Apple have finally come together, right now, over iTunes. Here’s a look at what the deal says about the art of negotiation."
11/15/2010,Apple Teases Customers With iTunes Announcement,Apple piqued customer and news-media interest on Monday when it displayed a cryptic message on its Web site about an iTunes-related announcement.
11/16/2010,Apple Green-Chili Pie With Cheddar Crust and Walnut Streusel,A recipe for Apple Green-Chili Pie With Cheddar Crust and Walnut Streusel.
11/12/2010,"For Sale: A $160,000 Apple Computer","An Apple computer from 1976 is up for auction at Christie’s, alongside rare manuscripts and books."
11/16/2010,Apple Begins Selling Beatles Downloads,"The band’s record label and company announced the decision, after years of wrangling by one of the last holdouts against digital music sales."
12/23/2010,The Core of the Coming Apple App Store,The Apple App store will create an experience similar to the iTunes store for desktop computer software.
12/16/2010,Nokia Sues Apple for Patent Infringement in Europe,"The lawsuits filed in Germany, the Netherlands and Britain are the latest salvos in a long legal battle between the two mobile phone rivals."
12/21/2010,Why Apple Removed a WikiLeaks App From Its Store,"Apple confirms that it has taken down an unofficial WikiLeaks iPhone and iPad app because it violates its terms of service, which prohibit putting individuals in harm’s way."
12/16/2010,Apple to Open Its Mac App Store in January,"Apple’s new Mac App Store, with downloadable software for Mac computers, will open for business on Jan. 6."
12/10/2010,Apples With Candied Bacon à la Mode,A recipe for Apples With Candied Bacon à la Mode.
12/27/2010,Third-Generation Kindle Is Top Seller,Amazon said on Monday that the third-generation Kindle e-reader is now the best-selling product in Amazon’s history.
12/28/2010,Pegasus Chief Predicts Strong Deal-Making in 2011,"David Yarrow, whose Pegasus fund has had a lackluster year, thinks M.&A. activity will rise, as companies scramble to put their record cash hoard to work."
12/23/2010,"Facebook, Twitter and Groupon Add Value","With gains of 70 percent on the private market, the trio’s returns makes Google look like a stodgy, slow-growth stock."
12/27/2010,Financial News We’d Love to See,"Get rid of the interest deduction, cut the renminbi loose, get the big tech firms to pump out dividends, and take some of the tentacles off G.E."
12/15/2010,E-Readers With Color Open Door for Pictures,"Publishers are capitalizing on the iPad and the Nook Color by producing illustrated e-books, particularly for children."
